OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName,activity_date,year,month,location_order,location_name
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R3384,Sample-Routine,Water,NA,9/1/2003,13:35:00,CST,NA,NA,NA,NA,7.8,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226299775,NA,NA,Cations-Anions,Total,-0.113,meq/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:32:11Z,STORET,9/1/2003,2003,9,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2176P,Field Msr/Obs,Water,NA,9/11/2003,10:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195425324,NA,NA,Specific conductance,NA,615,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:29:12Z,STORET,9/11/2003,2003,9,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2114P,Field Msr/Obs,Water,NA,7/23/2003,9:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195417052,NA,NA,Specific conductance,NA,628,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:25:58Z,STORET,7/23/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2798,Sample-Routine,Water,NA,7/10/2003,8:00:00,CST,NA,NA,NA,NA,36,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226299376,NA,NA,pH,Total,8.25,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",NA,https://www.nemi.gov/methods/method_summary/4707/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:31:53Z,STORET,7/10/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2798F,Field Msr/Obs,Water,NA,7/10/2003,8:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-226263542,NA,NA,Specific conductance,NA,637,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:06:21Z,STORET,7/10/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R0811,Sample-Routine,Water,NA,4/16/2003,6:10:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon,NA,NA,NA,NA,46.40567,-97.67297,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226313716,NA,NA,Calcium,Total Recoverable,70.2,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:44:54Z,STORET,4/16/2003,2003,4,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2127P,Field Msr/Obs,Water,NA,8/6/2003,14:15:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195480296,NA,NA,Specific conductance,NA,631,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:52:59Z,STORET,8/6/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2798,Sample-Routine,Water,NA,7/10/2003,8:00:00,CST,NA,NA,NA,NA,36,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226299380,NA,NA,Sodium,Total Recoverable,54.3,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:31:53Z,STORET,7/10/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R3769,Sample-Routine,Water,NA,9/30/2003,10:20:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon,NA,NA,NA,NA,46.40567,-97.67297,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226523309,NA,NA,Bicarbonate,Total,327,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,NA,https://www.nemi.gov/methods/method_summary/9694/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T14:11:58Z,STORET,9/30/2003,2003,9,21NDHDWQ_WQX-380007,Sheyenne River - Lisbon
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2164P,Field Msr/Obs,Water,NA,8/26/2003,11:10:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195469248,NA,NA,Specific conductance,NA,618,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:48:01Z,STORET,8/26/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R0796,Sample-Routine,Water,NA,4/14/2003,10:35:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380010,Sheyenne River - Warwick,NA,NA,NA,NA,47.79465,-98.58772,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226324949,NA,NA,Sum of cations,Total,10.02,meq/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:54:41Z,STORET,4/14/2003,2003,4,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2114P,Field Msr/Obs,Water,NA,7/23/2003,9:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195417002,NA,NA,pH,NA,8.16,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:25:57Z,STORET,7/23/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2794,Sample-Routine,Water,NA,7/10/2003,8:00:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226291471,NA,NA,Cations-Anions,Total,-3.68,%,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:27:28Z,STORET,7/10/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2064P,Field Msr/Obs,Water,NA,6/4/2003,8:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195400744,NA,NA,Specific conductance,NA,640,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:19:38Z,STORET,6/4/2003,2003,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2064P,Field Msr/Obs,Water,NA,6/4/2003,8:30:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195400757,NA,NA,Specific conductance,NA,635,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:19:38Z,STORET,6/4/2003,2003,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2164P,Field Msr/Obs,Water,NA,8/26/2003,11:10:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195469277,NA,NA,pH,NA,7.85,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:48:02Z,STORET,8/26/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2146P,Field Msr/Obs,Water,NA,8/18/2003,13:15:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195507692,NA,NA,pH,NA,8.47,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:04:51Z,STORET,8/18/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R0030,Sample-Routine,Water,NA,1/28/2003,11:40:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RAWQM,Ambient Water Quality Monitoring,NA,21NDHDWQ_WQX-380010,Sheyenne River - Warwick,NA,NA,NA,NA,47.79465,-98.58772,SOP7.08,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Stream And River Grab Samples For Chemical And Biological Analysis.,NA,Water Bottle,STORET-226239159,NA,NA,"Alkalinity, total",Total,488,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,NA,https://www.nemi.gov/methods/method_summary/9694/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T09:40:05Z,STORET,1/28/2003,2003,1,21NDHDWQ_WQX-380010,Sheyenne River - Warwick
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2146P,Field Msr/Obs,Water,NA,8/18/2003,13:15:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195507662,NA,NA,pH,NA,7.97,None,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T15:04:51Z,STORET,8/18/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R3155,Sample-Routine,Water,NA,8/6/2003,14:15:00,CST,NA,NA,NA,NA,1,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226263156,NA,NA,Sum of cations,Total,6.338,meq/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:05:59Z,STORET,8/6/2003,2003,8,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2797,Sample-Routine,Water,NA,7/10/2003,8:00:00,CST,NA,NA,NA,NA,22,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226295323,NA,NA,Aluminum,Total Recoverable,69,ug/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:29:03Z,STORET,7/10/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2862,Sample-Routine,Water,NA,7/13/2003,10:30:00,CST,NA,NA,NA,NA,7.5,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226308758,NA,NA,Manganese,Total Recoverable,0.274,mg/L,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:39:38Z,STORET,7/13/2003,2003,7,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R2147,Sample-Routine,Water,NA,6/4/2003,8:30:00,CST,NA,NA,NA,NA,19,m,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226336931,NA,NA,Sodium,Total Recoverable,35.6,%,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,USEPA,Metals in Water by ICP-AES,NA,https://www.nemi.gov/methods/method_summary/4690/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T11:06:26Z,STORET,6/4/2003,2003,6,21NDHDWQ_WQX-382003,Lake Sakakawea
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-03-R3104,Sample-Routine,Water,NA,8/4/2003,11:50:00,CST,NA,NA,NA,NA,7,m,NA,NA,NA,NA,NA,RLASH,Lake Ashtabula Water Quality Monitoring,NA,21NDHDWQ_WQX-381171,Lake Ashtabula,NA,NA,NA,NA,47.03622,-98.07417,SOP7.04,21NDHDWQ_WQX,SOP For The Collection And Preservation Of Lake Or Non-Wadable Wetland Water Column Samples For Chemical Analysis.,NA,Kemmerer Bottle,STORET-226322405,NA,NA,Sum of anions,Total,11.14,meq/L,NA,Final,NA,Calculated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,NA,https://www.nemi.gov/methods/method_summary/4680/,NA,NA,NA,NA,NA,NA,NA,NA,2013-06-12T10:52:15Z,STORET,8/4/2003,2003,8,21NDHDWQ_WQX-381171,Lake Ashtabula
21NDHDWQ_WQX,North Dakota Department Of Environmental Quality,21NDHDWQ_WQX-2003-2114P,Field Msr/Obs,Water,NA,7/23/2003,9:00:00,CST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RLWQLS,Lake Sakakawea Monitoring Project,NA,21NDHDWQ_WQX-382003,Lake Sakakawea,NA,NA,NA,NA,47.55195,-101.515,SOP7.02,21NDHDWQ_WQX,"SOP For Taking Field Measurements in Streams, Rivers, Lakes, Wetlands Using Hand Held Meter(s)",NA,Probe/Sensor,STORET-195417028,NA,NA,Specific conductance,NA,633,uS/cm,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-12-10T14:25:58Z,STORET,7/23/2003,2003,7,21NDHDWQ_WQX-382003,Lake Sakakawea
